VehAge,IncGrp,VehType,Prop
9,60Kto80K,LtTruck,0.00691171973868216
10,60Kto80K,LtTruck,0.00635526816232545
11,60Kto80K,LtTruck,0.00587614779655191
12,60Kto80K,LtTruck,0.00547138548757523
13,60Kto80K,LtTruck,0.00511134981115888
14,60Kto80K,LtTruck,0.00475963196140319
15,60Kto80K,LtTruck,0.00437824652465188
16,60Kto80K,LtTruck,0.00394591271909734
17,60Kto80K,LtTruck,0.00347026255541421
18,60Kto80K,LtTruck,0.00297644154048512
19,60Kto80K,LtTruck,0.00248220808641527
20,60Kto80K,LtTruck,0.00204001550926865
21,60Kto80K,LtTruck,0.00164981842675658
22,60Kto80K,LtTruck,0.00135437090720464
23,60Kto80K,LtTruck,0.00115915903465269
24,60Kto80K,LtTruck,0.00103093837428987
25,60Kto80K,LtTruck,0.000922092365862811
26,60Kto80K,LtTruck,0.000797487988842931
27,60Kto80K,LtTruck,0.000648350066112093
28,60Kto80K,LtTruck,0.000489900167404267
29,60Kto80K,LtTruck,0.000342619762315172
30,60Kto80K,LtTruck,0.00021193520192232
31,60Kto80K,LtTruck,0.000162668441960372
32,60Kto80K,LtTruck,0.000135540920990262
0,80Kto100K,LtTruck,1.87950455592698e-05
1,80Kto100K,LtTruck,0.00889839576809104
2,80Kto100K,LtTruck,0.0107488052903663
3,80Kto100K,LtTruck,0.0104780582428893
4,80Kto100K,LtTruck,0.0100997389261222
5,80Kto100K,LtTruck,0.00967880908873081
6,80Kto100K,LtTruck,0.00926822738690466
7,80Kto100K,LtTruck,0.00889538263699053
8,80Kto100K,LtTruck,0.00853971499137703
9,80Kto100K,LtTruck,0.00814418924063882
10,80Kto100K,LtTruck,0.00764177299963316
11,80Kto100K,LtTruck,0.00699402527205009
12,80Kto100K,LtTruck,0.00621411386607842
13,80Kto100K,LtTruck,0.0053481190553384
14,80Kto100K,LtTruck,0.00446701784460852
15,80Kto100K,LtTruck,0.00363654594591005
16,80Kto100K,LtTruck,0.00290762509356047
17,80Kto100K,LtTruck,0.00231000634693226
18,80Kto100K,LtTruck,0.00185784759491956
19,80Kto100K,LtTruck,0.00154003031112137
20,80Kto100K,LtTruck,0.00134626194282073
21,80Kto100K,LtTruck,0.00121686199927685
22,80Kto100K,LtTruck,0.00111025914397686
23,80Kto100K,LtTruck,0.000985817218466332
24,80Kto100K,LtTruck,0.00082703868799364
25,80Kto100K,LtTruck,0.000645472882576886
26,80Kto100K,LtTruck,0.000466270144004584
27,80Kto100K,LtTruck,0.000312104302077052
28,80Kto100K,LtTruck,0.000194295685170027
29,80Kto100K,LtTruck,0.000113223263092296
30,80Kto100K,LtTruck,5.97935561392987e-05
31,80Kto100K,LtTruck,4.06772446348605e-05
32,80Kto100K,LtTruck,2.90490243861773e-05
0,100KPlus,LtTruck,2.34641811423485e-05
1,100KPlus,LtTruck,0.0110270613114104
2,100KPlus,LtTruck,0.0132064006401036
3,100KPlus,LtTruck,0.0126274587818172
4,100KPlus,LtTruck,0.0117887554163134
5,100KPlus,LtTruck,0.0107955628445567
6,100KPlus,LtTruck,0.00974930775957254
7,100KPlus,LtTruck,0.00874011644299915
8,100KPlus,LtTruck,0.00780803995343969
9,100KPlus,LtTruck,0.00694500185418791
10,100KPlus,LtTruck,0.00612107278163661
11,100KPlus,LtTruck,0.00531947460531039
12,100KPlus,LtTruck,0.00455059332896231
13,100KPlus,LtTruck,0.00383596022414174
14,100KPlus,LtTruck,0.00320459290626052
15,100KPlus,LtTruck,0.00267352984678448
16,100KPlus,LtTruck,0.00224440348938561
17,100KPlus,LtTruck,0.00190524483247748
18,100KPlus,LtTruck,0.00163485157304456
19,100KPlus,LtTruck,0.00139921904320423
20,100KPlus,LtTruck,0.00118571410990477
21,100KPlus,LtTruck,0.00096505007551202
22,100KPlus,LtTruck,0.000759393123547956
23,100KPlus,LtTruck,0.000598551063862228
24,100KPlus,LtTruck,0.000495391155333501
25,100KPlus,LtTruck,0.000434264139223431
26,100KPlus,LtTruck,0.000383577627813608
27,100KPlus,LtTruck,0.000319583192778069
28,100KPlus,LtTruck,0.000241241114014662
29,100KPlus,LtTruck,0.000162668586814352
30,100KPlus,LtTruck,9.44685371321714e-05
31,100KPlus,LtTruck,6.77263612231927e-05
32,100KPlus,LtTruck,5.09334702999125e-05
